,store_location,store_name,store_address,phone_number
1014,충청북도,가경점,충청북도 청주시 흥덕구 풍산로89번길 31 세원아파트 상가 103 ,043-232-1182
1015,충청북도,봉명점,충청북도 청주시 흥덕구 봉명로149번길 6,043-265-9993
1016,충청북도,부윤점,충청북도 음성군 대소면 대동로 515 ,043-877-7633
1017,충청북도,강서점,충청북도 청주시 흥덕구 서현중로 56 ,043-238-3382
1018,충청북도,감곡점,충청북도 음성군 감곡면 장감로 189 ,043-881-5538
1019,충청북도,진천점,충청북도 진천군 진천읍 문화2길 12,043-534-8292
1020,충청북도,복대점,충청북도 청주시 흥덕구 성봉로 267 ,043-236-1717
1021,충청북도,석교점,충청북도 청주시 상당구 영운로 140 ,043-254-2851
1022,충청북도,금천점,충청북도 청주시 상당구 수영로259번길 64 ,043-257-5853
1023,충청북도,소라점,충청북도 청주시 상당구 원봉로 25 신라아파트 상가 111호,043-293-3973
1024,충청북도,충북덕산점,충청북도 진천군 덕산면 초금로 757-2,043-536-3521
1025,충청북도,영동점,충청북도 영동군 영동읍 영산로1길 3 ,043-742-1213
1026,충청북도,옥천점,충청북도 옥천군 옥천읍 금장로 113 ,043-733-1725
1027,충청북도,용산점,충청북도 영동군 용산면 용산로 307,043-742-1212
